time,cart_pos,pend_pos,cart_vel,pend_vel,force
2.881177663803100586e+00,-4.605924267259883798e-02,1.588241732530220940e+00,3.688743362611880960e-01,-8.833403713966919923e+00,2.884388623793270323e+00
2.901184082031250000e+00,-3.879633782944882925e-02,1.420586228159617326e+00,3.590196428840927712e-01,-7.935746486442202041e+00,6.222127336295919520e-01
2.921191930770874023e+00,-3.200751995070111322e-02,1.270333881573840307e+00,3.216631561178168175e-01,-7.097542344139220027e+00,-1.067168671499163501e+00
2.941200494766235352e+00,-2.614180939486646787e-02,1.135967696248885828e+00,2.666868330130384157e-01,-6.349030237836130297e+00,-2.315459868277757849e+00
2.961208105087280273e+00,-2.148234208955255783e-02,1.015589367678185084e+00,2.009327240246527035e-01,-5.699230687697503406e+00,-2.970894804721768256e+00
2.981217861175537109e+00,-1.815330900166924402e-02,9.073417370028202811e-01,1.334613643036988151e-01,-5.135553770383250338e+00,-3.401587175992501155e+00
3.001224517822265625e+00,-1.616206942945559721e-02,8.095877708829203323e-01,6.698043159004871128e-02,-4.649226554618975271e+00,-3.595353664263449378e+00
3.021232366561889648e+00,-1.545871512328256953e-02,7.209146211336260324e-01,4.498791744590405206e-03,-4.226776418763277476e+00,-3.525045393594960608e+00
3.041240930557250977e+00,-1.592818887213572412e-02,6.402214236085587151e-01,-5.049436130127855915e-02,-3.850613565949149830e+00,-3.361588689948579844e+00
3.061250686645507812e+00,-1.741549797756135332e-02,5.666752974808889620e-01,-9.746379135373864355e-02,-3.511565909474475777e+00,-3.114430416237769617e+00
3.081258296966552734e+00,-1.975575726183380690e-02,4.996200051584528401e-01,-1.359599909521036765e-01,-3.201139529177127852e+00,-2.799774408555631311e+00
3.101270675659179688e+00,-2.277736474367558772e-02,4.385559362589146470e-01,-1.657617918910660182e-01,-2.912149950051298841e+00,-2.476435488403453178e+00
3.121273517608642578e+00,-2.631403786353795834e-02,3.830843873400518462e-01,-1.876108533092110675e-01,-2.641635069443698303e+00,-2.149532113416512402e+00
3.141281604766845703e+00,-3.021417527953754872e-02,3.328592454162914160e-01,-2.022353063425939568e-01,-2.387276583920188600e+00,-1.836490835709718050e+00
3.161292314529418945e+00,-3.434282384639178454e-02,2.875665915282151208e-01,-2.105697553855785109e-01,-2.148145719545032861e+00,-1.547665065885337254e+00
3.181301355361938477e+00,-3.858446364049512856e-02,2.469030025557820418e-01,-2.136225433486745595e-01,-1.924105236152771070e+00,-1.282368486037585908e+00
3.201306104660034180e+00,-4.284253299551440269e-02,2.105684845240800851e-01,-2.122836784475919392e-01,-1.714949336511133460e+00,-1.059515550023560904e+00
3.221314191818237305e+00,-4.704062337089672668e-02,1.782539677259468713e-01,-2.076753836754939297e-01,-1.521773428808044226e+00,-8.397391636971085482e-01
3.241322040557861328e+00,-5.111675330100557552e-02,1.496584977532364191e-01,-2.001313239555211065e-01,-1.342721951667728897e+00,-6.597991316671810713e-01
3.261332035064697266e+00,-5.502166017927949404e-02,1.244905301175581458e-01,-1.905806601122978228e-01,-1.178668074657699405e+00,-5.110462038831382614e-01
3.281341075897216797e+00,-5.872223995186910683e-02,1.024486589781445633e-01,-1.797143491307496566e-01,-1.029743710045420757e+00,-3.768995767566941657e-01
3.301347255706787109e+00,-6.219563366887866096e-02,8.324138860891076852e-02,-1.678719992337553424e-01,-8.948517861040572452e-01,-2.594674549775010108e-01
3.321354866027832031e+00,-6.542581794421135910e-02,6.659669915655641592e-02,-1.553977411383154761e-01,-7.731406036151036165e-01,-1.669722434253277377e-01
3.341363191604614258e+00,-6.840477434296124426e-02,5.225274359998771656e-02,-1.427463228604576861e-01,-6.644363066251678385e-01,-8.545567249139152111e-02
3.361371994018554688e+00,-7.113072035449133357e-02,3.996110782625239555e-02,-1.300913207634090685e-01,-5.675895957984677942e-01,-1.585783334485302287e-02
3.381381034851074219e+00,-7.360536767759248700e-02,2.949427715862694074e-02,-1.176086086553762844e-01,-4.816574770060638722e-01,3.798432262672490900e-02
3.401407480239868164e+00,-7.583447643234844660e-02,2.063952145273270297e-02,-1.055263393225262386e-01,-4.060989339852112412e-01,8.596590442962323553e-02
3.421395778656005859e+00,-7.782644665860391497e-02,1.320130271187044610e-02,-9.388346832194859048e-02,-3.397478519128234176e-01,1.271893401190363759e-01
3.441404342651367188e+00,-7.959060508754500773e-02,7.005166070493951992e-03,-8.273345046903445021e-02,-2.816579976203297253e-01,1.582146643995628321e-01
3.461413145065307617e+00,-8.113792546844528220e-02,1.891697911925022818e-03,-7.218657966169056417e-02,-2.312650008363363874e-01,1.867373235306880042e-01
3.481422662734985352e+00,-8.248015884781827178e-02,-2.282532522952808104e-03,-6.221257143684096047e-02,-1.875431934296484249e-01,2.116187527102097177e-01
3.501432657241821289e+00,-8.362870165177810344e-02,-5.642710775419273496e-03,-5.280579918806559830e-02,-1.496890600933145077e-01,2.281559885046334779e-01
3.521436452865600586e+00,-8.459568754974297611e-02,-8.302587435666891613e-03,-4.404421112845641889e-02,-1.173544841231231456e-01,2.425027183940382247e-01
3.541445016860961914e+00,-8.539367550918615379e-02,-1.036512520529289487e-02,-3.589419365011442542e-02,-8.981552803639122895e-02,2.540423852486752843e-01
3.561455965042114258e+00,-8.603470922587004577e-02,-1.192034362490852761e-02,-2.833754286734637903e-02,-6.649859166369515018e-02,2.618746061115648782e-01
3.581462144851684570e+00,-8.653065836059632698e-02,-1.304835371038650521e-02,-2.137472308973325380e-02,-4.698341348293937070e-02,2.690856224302287103e-01
3.601469993591308594e+00,-8.689287396573172617e-02,-1.381931464328140825e-02,-1.495423383278970259e-02,-3.069741498225048854e-02,2.749744498041887253e-01
3.621477365493774414e+00,-8.713186052602719944e-02,-1.429330631175110104e-02,-9.042592459240172270e-03,-1.720227344264314492e-02,2.788349668471132858e-01
3.641485691070556641e+00,-8.725761843332847933e-02,-1.452285123032313018e-02,-3.622582001446661426e-03,-6.178125457976680474e-03,2.829397471304684331e-01
3.661493539810180664e+00,-8.727943061771001321e-02,-1.455294871859432598e-02,1.359745584278633165e-03,2.805903018044031763e-03,2.863991488023632792e-01
3.681502580642700195e+00,-8.720571565912897671e-02,-1.442127131703164859e-02,5.937245990752723634e-03,1.005437680884500862e-02,2.885997761977422971e-01
3.701510429382324219e+00,-8.704437997929186099e-02,-1.416033268210824085e-02,1.012852918106037572e-02,1.578052587250463462e-02,2.908544042420242448e-01
